packet_num,byte0,byte1,byte2,byte3,full_word
77,0,0,0,131,0x00000083
78,0,0,0,132,0x00000084
79,0,0,0,133,0x00000085
80,0,0,0,134,0x00000086
81,0,0,0,135,0x00000087
82,0,0,0,136,0x00000088
83,0,0,0,137,0x00000089
84,0,0,0,138,0x0000008A
85,0,0,0,139,0x0000008B
86,0,0,0,140,0x0000008C
87,0,0,0,141,0x0000008D
88,0,0,0,142,0x0000008E
89,0,0,0,143,0x0000008F
90,0,0,0,144,0x00000090
91,0,0,0,145,0x00000091
92,0,0,0,146,0x00000092
93,0,0,0,147,0x00000093
94,0,0,0,148,0x00000094
95,0,0,0,149,0x00000095
96,0,0,0,150,0x00000096
97,0,0,0,151,0x00000097
98,0,0,0,152,0x00000098
99,0,0,0,153,0x00000099
100,0,0,0,154,0x0000009A
101,0,0,0,155,0x0000009B
102,0,0,0,156,0x0000009C
103,0,0,0,157,0x0000009D
104,0,0,0,158,0x0000009E
105,0,0,0,159,0x0000009F
106,0,0,0,160,0x000000A0
107,0,0,0,161,0x000000A1
108,0,0,0,162,0x000000A2
109,0,0,0,163,0x000000A3
110,0,0,0,164,0x000000A4
111,0,0,0,165,0x000000A5
112,0,0,0,166,0x000000A6
113,0,0,0,167,0x000000A7
114,0,0,0,168,0x000000A8
115,0,0,0,169,0x000000A9
116,0,0,0,170,0x000000AA
117,0,0,0,171,0x000000AB
118,0,0,0,172,0x000000AC
119,0,0,0,173,0x000000AD
120,0,0,0,174,0x000000AE
121,0,0,0,175,0x000000AF
122,0,0,0,176,0x000000B0
123,0,0,0,177,0x000000B1
124,0,0,0,178,0x000000B2
125,0,0,0,179,0x000000B3
126,0,0,0,180,0x000000B4
127,0,0,0,181,0x000000B5
128,0,0,0,182,0x000000B6
129,0,0,0,183,0x000000B7
130,0,0,0,184,0x000000B8
131,0,0,0,185,0x000000B9
132,0,0,0,186,0x000000BA
133,0,0,0,187,0x000000BB
134,0,0,0,188,0x000000BC
135,0,0,0,189,0x000000BD
136,0,0,0,190,0x000000BE
137,0,0,0,191,0x000000BF
138,0,0,0,192,0x000000C0
139,0,0,0,193,0x000000C1
140,0,0,0,194,0x000000C2
141,0,0,0,195,0x000000C3
142,0,0,0,196,0x000000C4
143,0,0,0,197,0x000000C5
144,0,0,0,198,0x000000C6
145,0,0,0,199,0x000000C7
146,0,0,0,200,0x000000C8
147,0,0,0,201,0x000000C9
148,0,0,0,202,0x000000CA
149,0,0,0,203,0x000000CB
150,0,0,0,204,0x000000CC
151,0,0,0,205,0x000000CD
152,0,0,0,206,0x000000CE
153,0,0,0,207,0x000000CF
154,0,0,0,208,0x000000D0
155,0,0,0,209,0x000000D1
156,0,0,0,210,0x000000D2
157,0,0,0,211,0x000000D3
158,0,0,0,212,0x000000D4
159,0,0,0,213,0x000000D5
160,0,0,0,214,0x000000D6
161,0,0,0,215,0x000000D7
162,0,0,0,216,0x000000D8
163,0,0,0,217,0x000000D9
164,0,0,0,218,0x000000DA
165,0,0,0,219,0x000000DB
166,0,0,0,220,0x000000DC
167,0,0,0,221,0x000000DD
168,0,0,0,222,0x000000DE
169,0,0,0,223,0x000000DF
170,0,0,0,224,0x000000E0
171,0,0,0,225,0x000000E1
172,0,0,0,226,0x000000E2
173,0,0,0,227,0x000000E3
174,0,0,0,228,0x000000E4
175,0,0,0,229,0x000000E5
176,0,0,0,230,0x000000E6
177,0,0,0,231,0x000000E7
178,0,0,0,232,0x000000E8
179,0,0,0,233,0x000000E9
